1, private, terralith:alpha_islands, MONSTER, minecraft:spider, 80, 4, 4
10467, forest, wythers:subtropical_forest, CREATURE, minecraft:pig, 10, 4, 4
10468, forest, wythers:subtropical_forest, CREATURE, minecraft:chicken, 10, 4, 4
10469, forest, wythers:subtropical_forest, CREATURE, minecraft:cow, 8, 4, 4
10470, forest, wythers:subtropical_forest, CREATURE, minecraft:wolf, 5, 4, 4
10471, forest, wythers:subtropical_forest, CREATURE, meadow:brown_bear, 5, 2, 3
10472, forest, wythers:subtropical_forest, CREATURE, adventurez:deer, 6, 2, 3
10473, forest, wythers:subtropical_forest, CREATURE, mythicmobs:drake, 5, 1, 4
10474, forest, wythers:subtropical_forest, CREATURE, mythicmobs:kobold, 10, 3, 6
10475, forest, wythers:subtropical_forest, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
10476, forest, wythers:subtropical_forest, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
10477, forest, wythers:subtropical_forest, CREATURE, bewitchment:owl, 10, 1, 2
10478, forest, wythers:subtropical_forest, CREATURE, bewitchment:raven, 10, 1, 3
10479, forest, wythers:subtropical_forest, CREATURE, meadow:wooly_cow, 10, 2, 3
10480, forest, wythers:subtropical_forest, AMBIENT, minecraft:bat, 10, 8, 8
10481, forest, wythers:subtropical_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
10482, forest, wythers:subtropical_forest, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
10483, forest, wythers:subtropical_forest_edge, MONSTER, minecraft:spider, 80, 4, 4
10484, forest, wythers:subtropical_forest_edge, MONSTER, minecraft:zombie, 80, 4, 4
10485, forest, wythers:subtropical_forest_edge, MONSTER, minecraft:zombie_villager, 5, 1, 1
10486, forest, wythers:subtropical_forest_edge, MONSTER, minecraft:skeleton, 80, 4, 4
10487, forest, wythers:subtropical_forest_edge, MONSTER, minecraft:creeper, 80, 4, 4
10488, forest, wythers:subtropical_forest_edge, MONSTER, minecraft:slime, 80, 4, 4
10489, forest, wythers:subtropical_forest_edge, MONSTER, minecraft:enderman, 10, 1, 4
10490, forest, wythers:subtropical_forest_edge, MONSTER, minecraft:witch, 5, 1, 1
10491, forest, wythers:subtropical_forest_edge, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
10492, forest, wythers:subtropical_forest_edge, MONSTER, enderzoology:infested_zombie, 23, 1, 4
10493, forest, wythers:subtropical_forest_edge, MONSTER, enderzoology:fallen_knight, 23, 4, 6
10494, forest, wythers:subtropical_forest_edge, MONSTER, enderzoology:enderminy, 30, 4, 4
10495, forest, wythers:subtropical_forest_edge, MONSTER, enderzoology:wither_witch, 5, 1, 1
10496, forest, wythers:subtropical_forest_edge, MONSTER, mythicmobs:chupacabra, 20, 1, 1
10497, forest, wythers:subtropical_forest_edge, MONSTER, elementalcreepers:cookie_creeper, 5, 1, 2
10498, forest, wythers:subtropical_forest_edge, MONSTER, elementalcreepers:dark_creeper, 12, 1, 1
10499, forest, wythers:subtropical_forest_edge, MONSTER, elementalcreepers:earth_creeper, 15, 1, 1
10500, forest, wythers:subtropical_forest_edge, MONSTER, elementalcreepers:electric_creeper, 7, 1, 1
10501, forest, wythers:subtropical_forest_edge, MONSTER, elementalcreepers:firework_creeper, 5, 1, 1
10502, forest, wythers:subtropical_forest_edge, MONSTER, bewitchment:ghost, 20, 1, 1
10503, forest, wythers:subtropical_forest_edge, MONSTER, graveyard:ghoul, 25, 2, 5
10504, forest, wythers:subtropical_forest_edge, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
10505, forest, wythers:subtropical_forest_edge, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
10506, forest, wythers:subtropical_forest_edge, MONSTER, elementalcreepers:illusion_creeper, 10, 1, 1
10507, forest, wythers:subtropical_forest_edge, MONSTER, elementalcreepers:light_creeper, 20, 1, 1
10508, forest, wythers:subtropical_forest_edge, MONSTER, elementalcreepers:reverse_creeper, 10, 1, 1
10509, forest, wythers:subtropical_forest_edge, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
10510, forest, wythers:subtropical_forest_edge, MONSTER, weeping_angels:weeping_angel, 8, 1, 4
10511, forest, wythers:subtropical_forest_edge, MONSTER, bewitchment:werewolf, 20, 1, 1
10512, forest, wythers:subtropical_forest_edge, CREATURE, minecraft:sheep, 12, 4, 4
10513, forest, wythers:subtropical_forest_edge, CREATURE, minecraft:pig, 10, 4, 4
10514, forest, wythers:subtropical_forest_edge, CREATURE, minecraft:chicken, 10, 4, 4
10515, forest, wythers:subtropical_forest_edge, CREATURE, minecraft:cow, 8, 4, 4
10516, forest, wythers:subtropical_forest_edge, CREATURE, minecraft:horse, 5, 2, 6
10517, forest, wythers:subtropical_forest_edge, CREATURE, minecraft:donkey, 5, 1, 3
10518, forest, wythers:subtropical_forest_edge, CREATURE, meadow:brown_bear, 5, 2, 3
10519, forest, wythers:subtropical_forest_edge, CREATURE, adventurez:deer, 6, 2, 3
10520, forest, wythers:subtropical_forest_edge, CREATURE, mythicmobs:drake, 5, 1, 4
10521, forest, wythers:subtropical_forest_edge, CREATURE, mythicmobs:kobold, 10, 3, 6
10522, forest, wythers:subtropical_forest_edge, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
10523, forest, wythers:subtropical_forest_edge, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
10524, forest, wythers:subtropical_forest_edge, CREATURE, bewitchment:owl, 10, 1, 2
10525, forest, wythers:subtropical_forest_edge, CREATURE, bewitchment:raven, 10, 1, 3
10526, forest, wythers:subtropical_forest_edge, CREATURE, meadow:wooly_cow, 10, 2, 3
10527, forest, wythers:subtropical_forest_edge, AMBIENT, minecraft:bat, 10, 8, 8
10528, forest, wythers:subtropical_forest_edge, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
10529, forest, wythers:subtropical_forest_edge, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
10530, plains, wythers:subtropical_grassland, MONSTER, minecraft:spider, 80, 4, 4
10531, plains, wythers:subtropical_grassland, MONSTER, minecraft:zombie, 80, 4, 4
10532, plains, wythers:subtropical_grassland, MONSTER, minecraft:zombie_villager, 5, 1, 1
10533, plains, wythers:subtropical_grassland, MONSTER, minecraft:skeleton, 80, 4, 4
10534, plains, wythers:subtropical_grassland, MONSTER, minecraft:creeper, 80, 4, 4
10535, plains, wythers:subtropical_grassland, MONSTER, minecraft:slime, 80, 4, 4
10536, plains, wythers:subtropical_grassland, MONSTER, minecraft:enderman, 10, 1, 4
10537, plains, wythers:subtropical_grassland, MONSTER, minecraft:witch, 5, 1, 1
10538, plains, wythers:subtropical_grassland, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
10539, plains, wythers:subtropical_grassland, MONSTER, enderzoology:infested_zombie, 23, 1, 4
10540, plains, wythers:subtropical_grassland, MONSTER, enderzoology:fallen_knight, 23, 4, 6
10541, plains, wythers:subtropical_grassland, MONSTER, enderzoology:enderminy, 30, 4, 4
10542, plains, wythers:subtropical_grassland, MONSTER, enderzoology:wither_witch, 5, 1, 1
10543, plains, wythers:subtropical_grassland, MONSTER, mythicmobs:chupacabra, 20, 1, 1
10544, plains, wythers:subtropical_grassland, MONSTER, elementalcreepers:cookie_creeper, 5, 1, 2
10545, plains, wythers:subtropical_grassland, MONSTER, elementalcreepers:dark_creeper, 12, 1, 1
10546, plains, wythers:subtropical_grassland, MONSTER, elementalcreepers:earth_creeper, 15, 1, 1
10547, plains, wythers:subtropical_grassland, MONSTER, elementalcreepers:electric_creeper, 7, 1, 1
10548, plains, wythers:subtropical_grassland, MONSTER, elementalcreepers:firework_creeper, 5, 1, 1
10549, plains, wythers:subtropical_grassland, MONSTER, bewitchment:ghost, 20, 1, 1
10550, plains, wythers:subtropical_grassland, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
10551, plains, wythers:subtropical_grassland, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
10552, plains, wythers:subtropical_grassland, MONSTER, elementalcreepers:illusion_creeper, 10, 1, 1
10553, plains, wythers:subtropical_grassland, MONSTER, elementalcreepers:light_creeper, 20, 1, 1
10554, plains, wythers:subtropical_grassland, MONSTER, graveyard:nightmare, 10, 1, 1
10555, plains, wythers:subtropical_grassland, MONSTER, adventurez:orc, 30, 2, 4
10556, plains, wythers:subtropical_grassland, MONSTER, elementalcreepers:reverse_creeper, 10, 1, 1
10557, plains, wythers:subtropical_grassland, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
10558, plains, wythers:subtropical_grassland, MONSTER, bewitchment:vampire, 20, 1, 1
10559, plains, wythers:subtropical_grassland, CREATURE, minecraft:sheep, 12, 4, 4
10560, plains, wythers:subtropical_grassland, CREATURE, minecraft:pig, 10, 4, 4
10561, plains, wythers:subtropical_grassland, CREATURE, minecraft:chicken, 10, 4, 4
10562, plains, wythers:subtropical_grassland, CREATURE, minecraft:cow, 8, 4, 4
10563, plains, wythers:subtropical_grassland, CREATURE, minecraft:horse, 5, 2, 6
10564, plains, wythers:subtropical_grassland, CREATURE, minecraft:donkey, 5, 1, 3
10565, plains, wythers:subtropical_grassland, CREATURE, mythicmobs:drake, 5, 1, 4
10566, plains, wythers:subtropical_grassland, CREATURE, mythicmobs:kobold, 10, 3, 6
10567, plains, wythers:subtropical_grassland, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
10568, plains, wythers:subtropical_grassland, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
10569, plains, wythers:subtropical_grassland, CREATURE, bewitchment:raven, 10, 1, 3
10570, plains, wythers:subtropical_grassland, CREATURE, bewitchment:snake, 6, 1, 2
10571, plains, wythers:subtropical_grassland, AMBIENT, minecraft:bat, 10, 8, 8
10572, plains, wythers:subtropical_grassland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
10573, plains, wythers:subtropical_grassland, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
10574, nether, betternether:sulfuric_bone_reef, MONSTER, minecraft:ghast, 50, 4, 4
10575, nether, betternether:sulfuric_bone_reef, MONSTER, minecraft:zombified_piglin, 80, 4, 4
10576, nether, betternether:sulfuric_bone_reef, MONSTER, minecraft:magma_cube, 5, 4, 4
10577, nether, betternether:sulfuric_bone_reef, MONSTER, betternether:skull, 5, 2, 4
10578, nether, betternether:sulfuric_bone_reef, MONSTER, minecraft:enderman, 5, 4, 4
10579, nether, betternether:sulfuric_bone_reef, MONSTER, minecraft:piglin, 15, 4, 4
10580, nether, betternether:sulfuric_bone_reef, MONSTER, minecraft:hoglin, 5, 1, 2
10581, nether, betternether:sulfuric_bone_reef, MONSTER, betternether:naga, 8, 3, 5
10582, nether, betternether:sulfuric_bone_reef, MONSTER, betternether:jungle_skeleton, 5, 2, 4
10583, nether, betternether:sulfuric_bone_reef, MONSTER, minecraft:piglin_brute, 5, 1, 1
10584, nether, betternether:sulfuric_bone_reef, MONSTER, adventurez:blaze_guardian, 5, 1, 1
10585, nether, betternether:sulfuric_bone_reef, MONSTER, bewitchment:hellhound, 6, 1, 1
10586, nether, betternether:sulfuric_bone_reef, MONSTER, elementalcreepers:magma_creeper, 25, 1, 1
10587, nether, betternether:sulfuric_bone_reef, MONSTER, weeping_angels:weeping_angel, 8, 1, 4
10588, nether, betternether:sulfuric_bone_reef, CREATURE, minecraft:strider, 60, 1, 2
10589, nether, betternether:sulfuric_bone_reef, AMBIENT, betternether:firefly, 5, 1, 3
10590, nether, betternether:sulfuric_bone_reef, AMBIENT, betternether:hydrogen_jellyfish, 5, 2, 6
10591, nether, betternether:sulfuric_bone_reef, AMBIENT, betternether:flying_pig, 5, 2, 4
10592, nether, betternether:sulfuric_bone_reef, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
10593, private, betterend:sulphur_springs, MONSTER, minecraft:enderman, 50, 1, 4
10594, private, betterend:sulphur_springs, MONSTER, adventurez:enderwarthog, 5, 1, 1
10595, private, betterend:sulphur_springs, CREATURE, adventurez:ender_whale, 5, 1, 1
10596, private, betterend:sulphur_springs, AMBIENT, clutter:echofin, 5, 3, 7
10597, private, betterend:sulphur_springs, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
10598, private, betterend:sulphur_springs, WATER_AMBIENT, betterend:end_fish, 50, 3, 8
10599, private, betterend:sulphur_springs, WATER_AMBIENT, betterend:cubozoa, 50, 3, 8
10600, private, minecraft:sunflower_plains, MONSTER, minecraft:spider, 80, 4, 4
10601, private, minecraft:sunflower_plains, MONSTER, minecraft:zombie, 80, 4, 4
10602, private, minecraft:sunflower_plains, MONSTER, minecraft:zombie_villager, 5, 1, 1
10603, private, minecraft:sunflower_plains, MONSTER, minecraft:skeleton, 80, 4, 4
10604, private, minecraft:sunflower_plains, MONSTER, minecraft:creeper, 80, 4, 4
10605, private, minecraft:sunflower_plains, MONSTER, minecraft:slime, 80, 4, 4
10606, private, minecraft:sunflower_plains, MONSTER, minecraft:enderman, 10, 1, 4
10607, private, minecraft:sunflower_plains, MONSTER, minecraft:witch, 5, 1, 1
10608, private, minecraft:sunflower_plains, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
10609, private, minecraft:sunflower_plains, MONSTER, enderzoology:infested_zombie, 23, 1, 4
10610, private, minecraft:sunflower_plains, MONSTER, enderzoology:fallen_knight, 23, 4, 6
10611, private, minecraft:sunflower_plains, MONSTER, enderzoology:enderminy, 30, 4, 4
10612, private, minecraft:sunflower_plains, MONSTER, enderzoology:wither_witch, 5, 1, 1
10613, private, minecraft:sunflower_plains, MONSTER, mythicmobs:chupacabra, 20, 1, 1
10614, private, minecraft:sunflower_plains, MONSTER, bewitchment:ghost, 20, 1, 1
10615, private, minecraft:sunflower_plains, MONSTER, species:limpet, 10, 1, 1
10616, private, minecraft:sunflower_plains, MONSTER, graveyard:nightmare, 10, 1, 1
10617, private, minecraft:sunflower_plains, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
10618, private, minecraft:sunflower_plains, MONSTER, bewitchment:vampire, 20, 1, 1
10619, private, minecraft:sunflower_plains, CREATURE, minecraft:sheep, 12, 4, 4
10620, private, minecraft:sunflower_plains, CREATURE, minecraft:pig, 10, 4, 4
10621, private, minecraft:sunflower_plains, CREATURE, minecraft:chicken, 10, 4, 4
10622, private, minecraft:sunflower_plains, CREATURE, minecraft:cow, 8, 4, 4
10623, private, minecraft:sunflower_plains, CREATURE, minecraft:horse, 5, 2, 6
10624, private, minecraft:sunflower_plains, CREATURE, minecraft:donkey, 5, 1, 3
10625, private, minecraft:sunflower_plains, CREATURE, mythicmobs:drake, 5, 1, 4
10626, private, minecraft:sunflower_plains, CREATURE, mythicmobs:kobold, 10, 3, 6
10627, private, minecraft:sunflower_plains, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
10628, private, minecraft:sunflower_plains, CREATURE, friendsandfoes:moobloom, 32, 2, 4
10629, private, minecraft:sunflower_plains, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
10630, private, minecraft:sunflower_plains, CREATURE, bewitchment:raven, 10, 1, 3
10631, private, minecraft:sunflower_plains, CREATURE, bewitchment:snake, 6, 1, 2
10632, private, minecraft:sunflower_plains, AMBIENT, minecraft:bat, 10, 8, 8
10633, private, minecraft:sunflower_plains, AMBIENT, clutter:butterfly, 20, 2, 4
10634, private, minecraft:sunflower_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
10635, private, minecraft:sunflower_plains, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
10636, swamp, minecraft:swamp, MONSTER, minecraft:spider, 80, 4, 4
10637, swamp, minecraft:swamp, MONSTER, minecraft:zombie, 80, 4, 4
10638, swamp, minecraft:swamp, MONSTER, minecraft:zombie_villager, 5, 1, 1
10639, swamp, minecraft:swamp, MONSTER, minecraft:skeleton, 80, 4, 4
10640, swamp, minecraft:swamp, MONSTER, minecraft:slime, 80, 4, 4
10641, swamp, minecraft:swamp, MONSTER, minecraft:enderman, 10, 1, 4
10642, swamp, minecraft:swamp, MONSTER, minecraft:witch, 5, 1, 1
10643, swamp, minecraft:swamp, MONSTER, minecraft:slime, 5, 1, 1
10644, swamp, minecraft:swamp, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
10645, swamp, minecraft:swamp, MONSTER, enderzoology:infested_zombie, 23, 1, 4
10646, swamp, minecraft:swamp, MONSTER, enderzoology:fallen_knight, 23, 4, 6
10647, swamp, minecraft:swamp, MONSTER, enderzoology:enderminy, 30, 4, 4
10648, swamp, minecraft:swamp, MONSTER, enderzoology:wither_witch, 5, 1, 1
10649, swamp, minecraft:swamp, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
10650, swamp, minecraft:swamp, MONSTER, mythicmobs:chupacabra, 20, 1, 1
10651, swamp, minecraft:swamp, MONSTER, elementalcreepers:cookie_creeper, 5, 1, 2
10652, swamp, minecraft:swamp, MONSTER, elementalcreepers:dark_creeper, 12, 1, 1
10653, swamp, minecraft:swamp, MONSTER, elementalcreepers:earth_creeper, 15, 1, 1
10654, swamp, minecraft:swamp, MONSTER, elementalcreepers:electric_creeper, 7, 1, 1
10655, swamp, minecraft:swamp, MONSTER, elementalcreepers:firework_creeper, 5, 1, 1
10656, swamp, minecraft:swamp, MONSTER, bewitchment:ghost, 20, 1, 1
10657, swamp, minecraft:swamp, MONSTER, graveyard:ghoul, 25, 2, 5
10658, swamp, minecraft:swamp, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
10659, swamp, minecraft:swamp, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
10660, swamp, minecraft:swamp, MONSTER, elementalcreepers:illusion_creeper, 10, 1, 1
10661, swamp, minecraft:swamp, MONSTER, elementalcreepers:light_creeper, 20, 1, 1
10662, swamp, minecraft:swamp, MONSTER, species:limpet, 10, 1, 1
10663, swamp, minecraft:swamp, MONSTER, graveyard:nightmare, 10, 1, 1
10664, swamp, minecraft:swamp, MONSTER, elementalcreepers:reverse_creeper, 10, 1, 1
10665, swamp, minecraft:swamp, MONSTER, adventurez:shaman, 5, 1, 1
10666, swamp, minecraft:swamp, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
10667, swamp, minecraft:swamp, MONSTER, creeperoverhaul:swamp_creeper, 75, 2, 2
10668, swamp, minecraft:swamp, MONSTER, elementalcreepers:water_creeper, 20, 1, 1
10669, swamp, minecraft:swamp, CREATURE, minecraft:sheep, 12, 4, 4
10670, swamp, minecraft:swamp, CREATURE, minecraft:pig, 10, 4, 4
10671, swamp, minecraft:swamp, CREATURE, minecraft:chicken, 10, 4, 4
10672, swamp, minecraft:swamp, CREATURE, minecraft:cow, 8, 4, 4
10673, swamp, minecraft:swamp, CREATURE, minecraft:frog, 10, 2, 5
10674, swamp, minecraft:swamp, CREATURE, mythicmobs:drake, 5, 1, 4
10675, swamp, minecraft:swamp, CREATURE, mythicmobs:kobold, 10, 3, 6
10676, swamp, minecraft:swamp, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
10677, swamp, minecraft:swamp, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
10678, swamp, minecraft:swamp, CREATURE, bewitchment:toad, 10, 1, 3
10679, swamp, minecraft:swamp, AMBIENT, minecraft:bat, 10, 8, 8
10680, swamp, minecraft:swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
10681, swamp, minecraft:swamp, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
10682, swamp, minecraft:swamp, FISH, hybrid-aquatic:gourami, 15, 1, 2
10683, swamp, minecraft:swamp, FISH, hybrid-aquatic:tiger_barb, 10, 2, 3
10684, taiga, minecraft:taiga, MONSTER, minecraft:spider, 80, 4, 4
10685, taiga, minecraft:taiga, MONSTER, minecraft:zombie, 80, 4, 4
10686, taiga, minecraft:taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
10687, taiga, minecraft:taiga, MONSTER, minecraft:skeleton, 80, 4, 4
10688, taiga, minecraft:taiga, MONSTER, minecraft:slime, 80, 4, 4
10689, taiga, minecraft:taiga, MONSTER, minecraft:enderman, 10, 1, 4
10690, taiga, minecraft:taiga, MONSTER, minecraft:witch, 5, 1, 1
10691, taiga, minecraft:taiga, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
10692, taiga, minecraft:taiga, MONSTER, enderzoology:infested_zombie, 23, 1, 4
10693, taiga, minecraft:taiga, MONSTER, enderzoology:fallen_knight, 23, 4, 6
10694, taiga, minecraft:taiga, MONSTER, enderzoology:enderminy, 30, 4, 4
10695, taiga, minecraft:taiga, MONSTER, enderzoology:wither_witch, 5, 1, 1
10696, taiga, minecraft:taiga, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
10697, taiga, minecraft:taiga, MONSTER, mythicmobs:chupacabra, 20, 1, 1
10698, taiga, minecraft:taiga, MONSTER, elementalcreepers:cookie_creeper, 5, 1, 2
10699, taiga, minecraft:taiga, MONSTER, elementalcreepers:dark_creeper, 12, 1, 1
10700, taiga, minecraft:taiga, MONSTER, elementalcreepers:earth_creeper, 15, 1, 1
10701, taiga, minecraft:taiga, MONSTER, elementalcreepers:electric_creeper, 7, 1, 1
10702, taiga, minecraft:taiga, MONSTER, elementalcreepers:firework_creeper, 5, 1, 1
10703, taiga, minecraft:taiga, MONSTER, bewitchment:ghost, 20, 1, 1
10704, taiga, minecraft:taiga, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
10705, taiga, minecraft:taiga, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
10706, taiga, minecraft:taiga, MONSTER, elementalcreepers:illusion_creeper, 10, 1, 1
10707, taiga, minecraft:taiga, MONSTER, elementalcreepers:light_creeper, 20, 1, 1
10708, taiga, minecraft:taiga, MONSTER, species:limpet, 10, 1, 1
10709, taiga, minecraft:taiga, MONSTER, hwg:merc, 5, 1, 2
10710, taiga, minecraft:taiga, MONSTER, graveyard:revenant, 25, 5, 8
10711, taiga, minecraft:taiga, MONSTER, elementalcreepers:reverse_creeper, 10, 1, 1
10712, taiga, minecraft:taiga, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
10713, taiga, minecraft:taiga, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
10714, taiga, minecraft:taiga, MONSTER, hwg:spy, 5, 1, 2
10715, taiga, minecraft:taiga, MONSTER, bewitchment:vampire, 20, 1, 1
10716, taiga, minecraft:taiga, MONSTER, weeping_angels:weeping_angel, 8, 1, 4
10717, taiga, minecraft:taiga, MONSTER, bewitchment:werewolf, 20, 1, 1
10718, taiga, minecraft:taiga, CREATURE, minecraft:sheep, 12, 4, 4
10719, taiga, minecraft:taiga, CREATURE, minecraft:pig, 10, 4, 4
10720, taiga, minecraft:taiga, CREATURE, minecraft:chicken, 10, 4, 4
10721, taiga, minecraft:taiga, CREATURE, minecraft:cow, 8, 4, 4
10722, taiga, minecraft:taiga, CREATURE, minecraft:wolf, 8, 4, 4
10723, taiga, minecraft:taiga, CREATURE, minecraft:rabbit, 5, 2, 3
10724, taiga, minecraft:taiga, CREATURE, minecraft:fox, 8, 2, 4
10725, taiga, minecraft:taiga, CREATURE, enderzoology:owl, 5, 2, 3
10726, taiga, minecraft:taiga, CREATURE, meadow:brown_bear, 5, 2, 3
10727, taiga, minecraft:taiga, CREATURE, mythicmobs:drake, 5, 1, 4
10728, taiga, minecraft:taiga, CREATURE, mythicmobs:kobold, 10, 3, 6
10729, taiga, minecraft:taiga, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
10730, taiga, minecraft:taiga, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
10731, taiga, minecraft:taiga, CREATURE, bewitchment:owl, 10, 1, 2
10732, taiga, minecraft:taiga, AMBIENT, minecraft:bat, 10, 8, 8
10733, taiga, minecraft:taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
10734, taiga, minecraft:taiga, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
10735, taiga, wythers:taiga_crags, MONSTER, minecraft:spider, 80, 4, 4
10736, taiga, wythers:taiga_crags, MONSTER, minecraft:zombie, 80, 4, 4
10737, taiga, wythers:taiga_crags, MONSTER, minecraft:zombie_villager, 5, 1, 1
10738, taiga, wythers:taiga_crags, MONSTER, minecraft:skeleton, 80, 4, 4
10739, taiga, wythers:taiga_crags, MONSTER, minecraft:slime, 80, 4, 4
10740, taiga, wythers:taiga_crags, MONSTER, minecraft:enderman, 10, 1, 4
10741, taiga, wythers:taiga_crags, MONSTER, minecraft:witch, 5, 1, 1
10742, taiga, wythers:taiga_crags, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
10743, taiga, wythers:taiga_crags, MONSTER, enderzoology:infested_zombie, 23, 1, 4
10744, taiga, wythers:taiga_crags, MONSTER, enderzoology:fallen_knight, 23, 4, 6
10745, taiga, wythers:taiga_crags, MONSTER, enderzoology:enderminy, 30, 4, 4
10746, taiga, wythers:taiga_crags, MONSTER, enderzoology:wither_witch, 5, 1, 1
10747, taiga, wythers:taiga_crags, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
10748, taiga, wythers:taiga_crags, MONSTER, mythicmobs:chupacabra, 20, 1, 1
10749, taiga, wythers:taiga_crags, MONSTER, elementalcreepers:cookie_creeper, 5, 1, 2
10750, taiga, wythers:taiga_crags, MONSTER, elementalcreepers:dark_creeper, 12, 1, 1
10751, taiga, wythers:taiga_crags, MONSTER, elementalcreepers:earth_creeper, 15, 1, 1
10752, taiga, wythers:taiga_crags, MONSTER, elementalcreepers:electric_creeper, 7, 1, 1
10753, taiga, wythers:taiga_crags, MONSTER, elementalcreepers:firework_creeper, 5, 1, 1
10754, taiga, wythers:taiga_crags, MONSTER, bewitchment:ghost, 20, 1, 1
10755, taiga, wythers:taiga_crags, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
10756, taiga, wythers:taiga_crags, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
10757, taiga, wythers:taiga_crags, MONSTER, elementalcreepers:illusion_creeper, 10, 1, 1
10758, taiga, wythers:taiga_crags, MONSTER, elementalcreepers:light_creeper, 20, 1, 1
10759, taiga, wythers:taiga_crags, MONSTER, elementalcreepers:reverse_creeper, 10, 1, 1
10760, taiga, wythers:taiga_crags, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
10761, taiga, wythers:taiga_crags, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
10762, taiga, wythers:taiga_crags, MONSTER, bewitchment:vampire, 20, 1, 1
10763, taiga, wythers:taiga_crags, MONSTER, weeping_angels:weeping_angel, 8, 1, 4
10764, taiga, wythers:taiga_crags, MONSTER, bewitchment:werewolf, 20, 1, 1
10765, taiga, wythers:taiga_crags, CREATURE, minecraft:sheep, 12, 4, 4
10766, taiga, wythers:taiga_crags, CREATURE, minecraft:pig, 10, 4, 4
10767, taiga, wythers:taiga_crags, CREATURE, minecraft:chicken, 10, 4, 4
10768, taiga, wythers:taiga_crags, CREATURE, minecraft:cow, 8, 4, 4
10769, taiga, wythers:taiga_crags, CREATURE, minecraft:wolf, 8, 4, 4
10770, taiga, wythers:taiga_crags, CREATURE, minecraft:rabbit, 5, 2, 3
10771, taiga, wythers:taiga_crags, CREATURE, minecraft:fox, 8, 2, 4
10772, taiga, wythers:taiga_crags, CREATURE, enderzoology:owl, 5, 2, 3
10773, taiga, wythers:taiga_crags, CREATURE, meadow:brown_bear, 5, 2, 3
10774, taiga, wythers:taiga_crags, CREATURE, mythicmobs:drake, 5, 1, 4
10775, taiga, wythers:taiga_crags, CREATURE, mythicmobs:kobold, 10, 3, 6
