1, structory:dense_forest_ruin, HEADING, header:ignore, 0, 0, 0
1098, terralith:underground/oak_cabin, HEADING, header:ignore, 0, 0, 0
1099, mvs:stall/pink_stall, HEADING, header:ignore, 0, 0, 0
1100, imst:dark_tower, HEADING, header:ignore, 0, 0, 0
1101, imst:lumberjack/dark_oak_hut, HEADING, header:ignore, 0, 0, 0
1102, evenbetterarcheology:tumulus_grassy, HEADING, header:ignore, 0, 0, 0
1103, wythers:village_badlands, HEADING, header:ignore, 0, 0, 0
1104, betterend:painted_mountain, HEADING, header:ignore, 0, 0, 0
1105, simply_houses:taiga_inn, HEADING, header:ignore, 0, 0, 0
1106, terralith:zpointer/terralith_sandstone_valley, HEADING, header:ignore, 0, 0, 0
1107, terralith:zpointer/terralith_skylands_autumn, HEADING, header:ignore, 0, 0, 0
1108, explorify:badlands_pyramid, HEADING, header:ignore, 0, 0, 0
1109, mvs:nature/cherry_tree, HEADING, header:ignore, 0, 0, 0
1110, nova_structures:witch_villa, HEADING, header:ignore, 0, 0, 0
1111, mvs:log_pile/spruce_log_pile, HEADING, header:ignore, 0, 0, 0
1112, subterrestrial:desert_cabin, HEADING, header:ignore, 0, 0, 0
1113, nova_structures:well_birch, HEADING, header:ignore, 0, 0, 0
1114, terralith:underground/old_refinery, HEADING, header:ignore, 0, 0, 0
1115, repurposed_structures:mansion_taiga, HEADING, header:ignore, 0, 0, 0
1116, ctov:pillager_outpost_swamp, HEADING, header:ignore, 0, 0, 0
1117, ctov:pillager_outpost_swamp, MONSTER, minecraft:pillager, 5, 1, 1
1118, ctov:pillager_outpost_swamp, MONSTER, minecraft:evoker, 5, 1, 1
1119, ctov:pillager_outpost_swamp, MONSTER, minecraft:vindicator, 20, 1, 1
1120, ctov:pillager_outpost_swamp, MONSTER, minecraft:witch, 20, 1, 1
1121, aquamirae:ice_maze/arch, HEADING, header:ignore, 0, 0, 0
1122, aquamirae:ice_maze/arch, MONSTER, aquamirae:maw, 50, 1, 2
1123, aquamirae:ice_maze/arch, AMBIENT, aquamirae:golden_moth, 30, 1, 2
1124, terralith:zpointer/minecraft_meadow, HEADING, header:ignore, 0, 0, 0
1125, additionalstructures:underground_nether_portal, HEADING, header:ignore, 0, 0, 0
1126, mvs:jungle_tower, HEADING, header:ignore, 0, 0, 0
1127, mvs:gallows, HEADING, header:ignore, 0, 0, 0
1128, additionalstructures:end_wall_ruin_2, HEADING, header:ignore, 0, 0, 0
1129, ad_astra:moon_dungeon, HEADING, header:ignore, 0, 0, 0
1130, betterend:mountain, HEADING, header:ignore, 0, 0, 0
1131, additionalstructures:end_pillar_ruin_2, HEADING, header:ignore, 0, 0, 0
1132, repurposed_structures:outpost_taiga, HEADING, header:ignore, 0, 0, 0
1133, repurposed_structures:outpost_taiga, MONSTER, minecraft:pillager, 10, 1, 1
1134, structory_towers:ancient_temple, HEADING, header:ignore, 0, 0, 0
1135, repurposed_structures:ruins_land_cold, HEADING, header:ignore, 0, 0, 0
1136, structory:ruin_grassy, HEADING, header:ignore, 0, 0, 0
1137, repurposed_structures:village_mountains, HEADING, header:ignore, 0, 0, 0
1138, soulsweapons:corrupt_altar, HEADING, header:ignore, 0, 0, 0
1139, additionalstructures:suspicious_sand_patch_2, HEADING, header:ignore, 0, 0, 0
1140, nova_structures:mangrove_witch_hut, HEADING, header:ignore, 0, 0, 0
1141, nova_structures:mangrove_witch_hut, MONSTER, minecraft:witch, 5, 1, 1
1142, nova_structures:mangrove_witch_hut, CREATURE, minecraft:cat, 5, 1, 1
1143, additionalstructures:spider_nest_1, HEADING, header:ignore, 0, 0, 0
1144, additionalstructures:spider_nest_1, MONSTER, minecraft:cave_spider, 5, 2, 4
1145, dungeons_arise:shiraz_palace, HEADING, header:ignore, 0, 0, 0
1146, mvs:other_decoration/nether_devil, HEADING, header:ignore, 0, 0, 0
1147, additionalstructures:dragon_fossil_2, HEADING, header:ignore, 0, 0, 0
1148, red:swamp_pillager_mangrove, HEADING, header:ignore, 0, 0, 0
1149, towns_and_towers:village_mushroom_fields, HEADING, header:ignore, 0, 0, 0
1150, formationsoverworld:witch_tower, HEADING, header:ignore, 0, 0, 0
1151, ctov:pillager_outpost_jungle, HEADING, header:ignore, 0, 0, 0
1152, ctov:pillager_outpost_jungle, MONSTER, minecraft:pillager, 5, 1, 1
1153, ctov:pillager_outpost_jungle, MONSTER, minecraft:evoker, 5, 1, 1
1154, ctov:pillager_outpost_jungle, MONSTER, minecraft:vindicator, 20, 1, 1
1155, ctov:pillager_outpost_jungle, MONSTER, minecraft:witch, 20, 1, 1
1156, evenbetterarcheology:mott, HEADING, header:ignore, 0, 0, 0
1157, structory_towers:great_toadstool, HEADING, header:ignore, 0, 0, 0
1158, nova_structures:tavern_snowy, HEADING, header:ignore, 0, 0, 0
1159, mvs:houses/medium_igloo_1, HEADING, header:ignore, 0, 0, 0
1160, terralith:zpointer/terralith_lavender_forest, HEADING, header:ignore, 0, 0, 0
1161, nova_structures:creeping_crypt, HEADING, header:ignore, 0, 0, 0
1162, red:birch_deforestation, HEADING, header:ignore, 0, 0, 0
1163, ad_astra:lunar_tower, HEADING, header:ignore, 0, 0, 0
1164, terralith:zpointer/minecraft_plains, HEADING, header:ignore, 0, 0, 0
1165, mvs:other_decoration/snowy_dog_hut, HEADING, header:ignore, 0, 0, 0
1166, nova_structures:firewatch_tower_cherry, HEADING, header:ignore, 0, 0, 0
1167, structory_towers:ocean_pillar, HEADING, header:ignore, 0, 0, 0
1168, terralith:zpointer/minecraft_dark_forest, HEADING, header:ignore, 0, 0, 0
1169, additionalstructures:palm_2, HEADING, header:ignore, 0, 0, 0
1170, mvs:houses/desert_house, HEADING, header:ignore, 0, 0, 0
1171, imst:train_station, HEADING, header:ignore, 0, 0, 0
1172, imst:train_station, MONSTER, minecraft:pillager, 5, 1, 1
1173, additionalstructures:fallen_palm_tree_2, HEADING, header:ignore, 0, 0, 0
1174, meadow:logging_camp, HEADING, header:ignore, 0, 0, 0
1175, meadow:logging_camp, CREATURE, minecraft:pig, 5, 1, 4
1176, mvs:ruins/small_ruin, HEADING, header:ignore, 0, 0, 0
1177, mes:enderskog, HEADING, header:ignore, 0, 0, 0
1178, additionalstructures:flotsam_1, HEADING, header:ignore, 0, 0, 0
1179, ctov:small/village_beach, HEADING, header:ignore, 0, 0, 0
1180, additionalstructures:stone_circle_2, HEADING, header:ignore, 0, 0, 0
1181, mes:phantom_citadel, HEADING, header:ignore, 0, 0, 0
1182, additionalstructures:fallen_dead_tree_3, HEADING, header:ignore, 0, 0, 0
1183, ctov:small/village_snowy, HEADING, header:ignore, 0, 0, 0
1184, additionalstructures:sandstone_rock_1, HEADING, header:ignore, 0, 0, 0
1185, dungeons_arise:mechanical_nest, HEADING, header:ignore, 0, 0, 0
1186, mvs:log_pile/dark_oak_log_pile, HEADING, header:ignore, 0, 0, 0
1187, structory_towers:foraging_outpost, HEADING, header:ignore, 0, 0, 0
1188, towns_and_towers:mimic_desert, HEADING, header:ignore, 0, 0, 0
1189, imst:lumberjack/acacia_hut, HEADING, header:ignore, 0, 0, 0
1190, repurposed_structures:ruined_portal_end, HEADING, header:ignore, 0, 0, 0
1191, additionalstructures:stone_rock_4, HEADING, header:ignore, 0, 0, 0
1192, repurposed_structures:shipwreck_nether_bricks, HEADING, header:ignore, 0, 0, 0
1193, repurposed_structures:shipwreck_nether_bricks, MONSTER, minecraft:wither_skeleton, 10, 1, 1
1194, additionalstructures:boat_2, HEADING, header:ignore, 0, 0, 0
1195, betterwitchhuts:witch_hut, HEADING, header:ignore, 0, 0, 0
1196, betterwitchhuts:witch_hut, MONSTER, minecraft:witch, 5, 1, 1
1197, betterwitchhuts:witch_hut, CREATURE, minecraft:cat, 5, 1, 1
1198, graveyard:small_graveyard, HEADING, header:ignore, 0, 0, 0
1199, graveyard:small_graveyard, MONSTER, graveyard:skeleton_creeper, 35, 1, 1
1200, graveyard:small_graveyard, MONSTER, graveyard:revenant, 45, 1, 3
1201, graveyard:small_graveyard, MONSTER, graveyard:ghoul, 50, 1, 2
1202, bettermineshafts:mineshaft_oak, HEADING, header:ignore, 0, 0, 0
1203, evenbetterarcheology:underwater_1, HEADING, header:ignore, 0, 0, 0
1204, mvs:ruins/tree_monument, HEADING, header:ignore, 0, 0, 0
1205, dungeons_arise:giant_mushroom, HEADING, header:ignore, 0, 0, 0
1206, terralith:zpointer/terralith_skylands_summer, HEADING, header:ignore, 0, 0, 0
1207, ctov:small/village_jungle, HEADING, header:ignore, 0, 0, 0
1208, structory_towers:end/end_tower, HEADING, header:ignore, 0, 0, 0
1209, terralith:zpointer/terralith_rocky_mountains, HEADING, header:ignore, 0, 0, 0
1210, simply_houses:plains_house, HEADING, header:ignore, 0, 0, 0
1211, dungeons_arise:illager_galley, HEADING, header:ignore, 0, 0, 0
1212, repurposed_structures:village_warped, HEADING, header:ignore, 0, 0, 0
1213, additionalstructures:camp_2, HEADING, header:ignore, 0, 0, 0
1214, formationsnether:large_house, HEADING, header:ignore, 0, 0, 0
1215, additionalstructures:snow_pile_2, HEADING, header:ignore, 0, 0, 0
1216, mvs:other_decoration/duck, HEADING, header:ignore, 0, 0, 0
1217, towns_and_towers:pillager_outpost_savanna_plateau, HEADING, header:ignore, 0, 0, 0
1218, towns_and_towers:pillager_outpost_savanna_plateau, MONSTER, minecraft:pillager, 5, 1, 2
1219, betterend:giant_ice_star, HEADING, header:ignore, 0, 0, 0
1220, mvs:other_decoration/bee_dome, HEADING, header:ignore, 0, 0, 0
1221, meadow:monument, HEADING, header:ignore, 0, 0, 0
1222, meadow:monument, CREATURE, minecraft:pig, 5, 1, 4
1223, mvs:well/rare_well, HEADING, header:ignore, 0, 0, 0
1224, formationsoverworld:campsite, HEADING, header:ignore, 0, 0, 0
1225, repurposed_structures:mineshaft_swamp, HEADING, header:ignore, 0, 0, 0
1226, towns_and_towers:exclusives/pillager_outpost_rustic, HEADING, header:ignore, 0, 0, 0
1227, towns_and_towers:exclusives/pillager_outpost_rustic, MONSTER, minecraft:pillager, 5, 1, 2
1228, minecraft:ruined_portal_ocean, HEADING, header:ignore, 0, 0, 0
1229, terralith:zpointer/minecraft_swamp, HEADING, header:ignore, 0, 0, 0
1230, imst:lumberjack/jungle_hut, HEADING, header:ignore, 0, 0, 0
1231, additionalstructures:tomb_1, HEADING, header:ignore, 0, 0, 0
1232, additionalstructures:nether_dungeon_2, HEADING, header:ignore, 0, 0, 0
1233, repurposed_structures:mansion_desert, HEADING, header:ignore, 0, 0, 0
1234, terralith:zpointer/minecraft_eroded_badlands, HEADING, header:ignore, 0, 0, 0
1235, repurposed_structures:pyramid_mushroom, HEADING, header:ignore, 0, 0, 0
1236, additionalstructures:camp_3, HEADING, header:ignore, 0, 0, 0
1237, terralith:zpointer/terralith_steppe, HEADING, header:ignore, 0, 0, 0
1238, mvs:nature/large_mushroom, HEADING, header:ignore, 0, 0, 0
1239, additionalstructures:end_spawn_altar_2, HEADING, header:ignore, 0, 0, 0
1240, mvs:other_decoration/bench, HEADING, header:ignore, 0, 0, 0
1241, dungeons_arise:monastery, HEADING, header:ignore, 0, 0, 0
1242, additionalstructures:nether_wall_ruin_4, HEADING, header:ignore, 0, 0, 0
1243, terralith:zpointer/minecraft_taiga, HEADING, header:ignore, 0, 0, 0
1244, repurposed_structures:mansion_jungle, HEADING, header:ignore, 0, 0, 0
1245, nova_structures:ruin_town, HEADING, header:ignore, 0, 0, 0
1246, additionalstructures:lava_fountain, HEADING, header:ignore, 0, 0, 0
1247, dungeons_arise:mushroom_mines, HEADING, header:ignore, 0, 0, 0
1248, ad_astra:oil_well, HEADING, header:ignore, 0, 0, 0
1249, formationsoverworld:log_shelter, HEADING, header:ignore, 0, 0, 0
1250, repurposed_structures:ruins_land_icy, HEADING, header:ignore, 0, 0, 0
1251, repurposed_structures:mineshaft_desert, HEADING, header:ignore, 0, 0, 0
1252, terrestria:ocean_volcano, HEADING, header:ignore, 0, 0, 0
1253, evenbetterarcheology:fossil_chicken_birch, HEADING, header:ignore, 0, 0, 0
1254, evenbetterarcheology:ruins_sand, HEADING, header:ignore, 0, 0, 0
1255, terralith:zpointer/minecraft_sunflower_plains, HEADING, header:ignore, 0, 0, 0
1256, additionalstructures:ice_floes_4, HEADING, header:ignore, 0, 0, 0
1257, additionalstructures:sandstone_totem_2, HEADING, header:ignore, 0, 0, 0
1258, repurposed_structures:mineshaft_nether, HEADING, header:ignore, 0, 0, 0
1259, ctov:large/village_snowy, HEADING, header:ignore, 0, 0, 0
1260, towns_and_towers:exclusives/village_mediterranean, HEADING, header:ignore, 0, 0, 0
1261, explorify:desert_shrine, HEADING, header:ignore, 0, 0, 0
1262, formationsnether:checkerboard_temple, HEADING, header:ignore, 0, 0, 0
1263, additionalstructures:end_wall_ruin_3, HEADING, header:ignore, 0, 0, 0
1264, terralith:zpointer/minecraft_stony_peaks, HEADING, header:ignore, 0, 0, 0
1265, structory:boat, HEADING, header:ignore, 0, 0, 0
1266, repurposed_structures:mineshaft_jungle, HEADING, header:ignore, 0, 0, 0
1267, additionalstructures:nether_spawn_altar_3, HEADING, header:ignore, 0, 0, 0
1268, bettermineshafts:mineshaft_mushroom, HEADING, header:ignore, 0, 0, 0
1269, additionalstructures:obsidian_pillar_3, HEADING, header:ignore, 0, 0, 0
1270, graveyard:dead_tree, HEADING, header:ignore, 0, 0, 0
1271, nova_structures:desert_ruins, HEADING, header:ignore, 0, 0, 0
1272, mvs:carts/large_cart_2, HEADING, header:ignore, 0, 0, 0
1273, evenbetterarcheology:fossil_chicken, HEADING, header:ignore, 0, 0, 0
1274, additionalstructures:ice_floes_3, HEADING, header:ignore, 0, 0, 0
1275, repurposed_structures:pyramid_nether, HEADING, header:ignore, 0, 0, 0
1276, nova_structures:stray_fort, HEADING, header:ignore, 0, 0, 0
1277, nova_structures:stray_fort, MONSTER, minecraft:stray, 5, 1, 32
1278, imst:quarry, HEADING, header:ignore, 0, 0, 0
1279, mvs:well/wells/dark_oak_well, HEADING, header:ignore, 0, 0, 0
1280, repurposed_structures:village_crimson, HEADING, header:ignore, 0, 0, 0
1281, evenbetterarcheology:archeologist_camp_grassy, HEADING, header:ignore, 0, 0, 0
1282, mvs:houses/house, HEADING, header:ignore, 0, 0, 0
1283, terralith:fortified_desert_village, HEADING, header:ignore, 0, 0, 0
1284, repurposed_structures:village_ocean, HEADING, header:ignore, 0, 0, 0
1285, mes:enderwatch_tower, HEADING, header:ignore, 0, 0, 0
1286, evenbetterarcheology:fossil_jungle_1, HEADING, header:ignore, 0, 0, 0
1287, mvs:dead_tree/jungle, HEADING, header:ignore, 0, 0, 0
1288, terralith:zpointer/terralith_emerald_peaks, HEADING, header:ignore, 0, 0, 0
1289, towns_and_towers:pillager_outpost_savanna, HEADING, header:ignore, 0, 0, 0
1290, towns_and_towers:pillager_outpost_savanna, MONSTER, minecraft:pillager, 5, 1, 2
1291, simply_houses:taiga_woodcutter, HEADING, header:ignore, 0, 0, 0
1292, repurposed_structures:stronghold_end, HEADING, header:ignore, 0, 0, 0
1293, repurposed_structures:stronghold_end, MONSTER, minecraft:endermite, 80, 2, 4
1294, structory_towers:quarter_outpost, HEADING, header:ignore, 0, 0, 0
1295, nova_structures:firewatch_tower_forest, HEADING, header:ignore, 0, 0, 0
1296, additionalstructures:wall_ruin_1, HEADING, header:ignore, 0, 0, 0
1297, ctov:pillager_outpost_taiga, HEADING, header:ignore, 0, 0, 0
1298, ctov:pillager_outpost_taiga, MONSTER, minecraft:pillager, 5, 1, 1
1299, ctov:pillager_outpost_taiga, MONSTER, minecraft:evoker, 5, 1, 1
1300, ctov:pillager_outpost_taiga, MONSTER, minecraft:vindicator, 20, 1, 1
1301, ctov:pillager_outpost_taiga, MONSTER, minecraft:witch, 20, 1, 1
1302, ctov:medium/village_plains, HEADING, header:ignore, 0, 0, 0
1303, bettermineshafts:mineshaft_spruce_snowy, HEADING, header:ignore, 0, 0, 0
1304, aquamirae:ice_maze/spiral, HEADING, header:ignore, 0, 0, 0
1305, aquamirae:ice_maze/spiral, MONSTER, aquamirae:maw, 50, 2, 6
1306, additionalstructures:suspicious_gravel_patch_2, HEADING, header:ignore, 0, 0, 0
1307, terralith:zpointer/terralith_alpha_islands_winter, HEADING, header:ignore, 0, 0, 0
1308, ctov:large/village_dark_forest, HEADING, header:ignore, 0, 0, 0
1309, nova_structures:badlands_miner_outpost, HEADING, header:ignore, 0, 0, 0
1310, ctov:pillager_outpost_badlands, HEADING, header:ignore, 0, 0, 0
1311, ctov:pillager_outpost_badlands, MONSTER, minecraft:pillager, 5, 1, 5
1312, ctov:pillager_outpost_badlands, MONSTER, minecraft:evoker, 5, 1, 1
1313, ctov:pillager_outpost_badlands, MONSTER, minecraft:vindicator, 20, 1, 3
1314, ctov:pillager_outpost_badlands, MONSTER, minecraft:witch, 20, 1, 1
1315, soaringstructures2:soaring_island, HEADING, header:ignore, 0, 0, 0
1316, soaringstructures2:soaring_island, CREATURE, minecraft:sheep, 20, 1, 3
1317, soaringstructures2:soaring_island, CREATURE, minecraft:pig, 20, 1, 3
1318, soaringstructures2:soaring_island, CREATURE, minecraft:wolf, 30, 1, 2
1319, soaringstructures2:soaring_island, CREATURE, minecraft:cow, 20, 1, 3
1320, soaringstructures2:soaring_island, CREATURE, minecraft:chicken, 20, 1, 4
1321, soaringstructures2:soaring_island, CREATURE, minecraft:horse, 20, 1, 2
1322, terralith:zpointer/terralith_hot_shrubland, HEADING, header:ignore, 0, 0, 0
1323, mvs:other_decoration/end_scraps/end_scraps_2, HEADING, header:ignore, 0, 0, 0
1324, additionalstructures:farm_2, HEADING, header:ignore, 0, 0, 0
1325, additionalstructures:nether_villager_house_1, HEADING, header:ignore, 0, 0, 0
1326, deeperdarker:ancient_temple, HEADING, header:ignore, 0, 0, 0
1327, ctov:small/village_mountain, HEADING, header:ignore, 0, 0, 0
1328, mes:placid_prairie, HEADING, header:ignore, 0, 0, 0
1329, mvs:other_decoration/lecturn_garden, HEADING, header:ignore, 0, 0, 0
1330, terralith:zpointer/terralith_arid_highlands, HEADING, header:ignore, 0, 0, 0
1331, formationsoverworld:offering, HEADING, header:ignore, 0, 0, 0
1332, additionalstructures:nether_building_3, HEADING, header:ignore, 0, 0, 0
1333, additionalstructures:obsidian_pillar_2, HEADING, header:ignore, 0, 0, 0
1334, terralith:zpointer/terralith_sakura_grove, HEADING, header:ignore, 0, 0, 0
1335, repurposed_structures:village_badlands, HEADING, header:ignore, 0, 0, 0
1336, illagerinvasion:illusioner_tower, HEADING, header:ignore, 0, 0, 0
1337, repurposed_structures:monument_jungle, HEADING, header:ignore, 0, 0, 0
1338, repurposed_structures:monument_jungle, MONSTER, minecraft:husk, 20, 1, 4
1339, repurposed_structures:monument_jungle, MONSTER, minecraft:creeper, 15, 1, 2
1340, repurposed_structures:monument_jungle, MONSTER, minecraft:skeleton, 10, 1, 3
1341, evenbetterarcheology:villager_grave, HEADING, header:ignore, 0, 0, 0
1342, nova_structures:nether_skeleton_tower_basalt, HEADING, header:ignore, 0, 0, 0
1343, dungeons_arise:wishing_well, HEADING, header:ignore, 0, 0, 0
1344, dungeons_arise:abandoned_temple, HEADING, header:ignore, 0, 0, 0
1345, dungeons_arise:abandoned_temple, MONSTER, minecraft:stray, 5, 1, 1
1346, ctov:small/village_dark_forest, HEADING, header:ignore, 0, 0, 0
1347, evenbetterarcheology:fossil_sheep_0, HEADING, header:ignore, 0, 0, 0
1348, nova_structures:tavern_acacia, HEADING, header:ignore, 0, 0, 0
1349, additionalstructures:spawn_altar_6, HEADING, header:ignore, 0, 0, 0
1350, ad_astra:pygro_tower, HEADING, header:ignore, 0, 0, 0
1351, terralith:zpointer/minecraft_stony_shore, HEADING, header:ignore, 0, 0, 0
1352, additionalstructures:palm_4, HEADING, header:ignore, 0, 0, 0
1353, graveyard:crypt, HEADING, header:ignore, 0, 0, 0
1354, graveyard:crypt, MONSTER, graveyard:acolyte, 25, 1, 1
1355, graveyard:crypt, MONSTER, graveyard:corrupted_vindicator, 35, 1, 3
1356, graveyard:crypt, MONSTER, graveyard:corrupted_pillager, 35, 1, 3
1357, ctov:large/village_jungle, HEADING, header:ignore, 0, 0, 0
1358, mes:enderpin_spikes, HEADING, header:ignore, 0, 0, 0
1359, towns_and_towers:pillager_outpost_flower_forest, HEADING, header:ignore, 0, 0, 0
1360, towns_and_towers:pillager_outpost_flower_forest, MONSTER, minecraft:pillager, 5, 1, 2
1361, terralith:zpointer/minecraft_warm_ocean, HEADING, header:ignore, 0, 0, 0
1362, minecraft:village_plains, HEADING, header:ignore, 0, 0, 0
1363, repurposed_structures:mansion_oak, HEADING, header:ignore, 0, 0, 0
1364, additionalstructures:well_1, HEADING, header:ignore, 0, 0, 0
1365, towns_and_towers:exclusives/village_swedish, HEADING, header:ignore, 0, 0, 0
1366, red:desert_pyramid, HEADING, header:ignore, 0, 0, 0
1367, terralith:zpointer/minecraft_deep_warm_ocean, HEADING, header:ignore, 0, 0, 0
1368, additionalstructures:red_sandstone_totem_1, HEADING, header:ignore, 0, 0, 0
1369, repurposed_structures:outpost_badlands, HEADING, header:ignore, 0, 0, 0
1370, repurposed_structures:outpost_badlands, MONSTER, minecraft:pillager, 10, 1, 1
1371, towns_and_towers:pillager_outpost_forest, HEADING, header:ignore, 0, 0, 0
1372, towns_and_towers:pillager_outpost_forest, MONSTER, minecraft:pillager, 5, 1, 2
1373, additionalstructures:obsidian_tree_4, HEADING, header:ignore, 0, 0, 0
1374, red:forest_deforestation, HEADING, header:ignore, 0, 0, 0
1375, towns_and_towers:village_sunflower_plains, HEADING, header:ignore, 0, 0, 0
1376, terrestria:canyon_arch, HEADING, header:ignore, 0, 0, 0
1377, formationsoverworld:stone_tower, HEADING, header:ignore, 0, 0, 0
1378, nova_structures:firewatch_tower_mangrove, HEADING, header:ignore, 0, 0, 0
1379, nova_structures:tavern_birch, HEADING, header:ignore, 0, 0, 0
1380, structory:abandoned_chapel, HEADING, header:ignore, 0, 0, 0
1381, minecraft:bastion_remnant, HEADING, header:ignore, 0, 0, 0
1382, betterdungeons:zombie_dungeon, HEADING, header:ignore, 0, 0, 0
1383, betterdungeons:zombie_dungeon, MONSTER, minecraft:zombie, 80, 4, 15
1384, subterrestrial:taiga_cabin, HEADING, header:ignore, 0, 0, 0
1385, additionalstructures:oak_log_1, HEADING, header:ignore, 0, 0, 0
1386, explorify:black_spiral, HEADING, header:ignore, 0, 0, 0
1387, structory_towers:wizard_tower, HEADING, header:ignore, 0, 0, 0
1388, mvs:railway, HEADING, header:ignore, 0, 0, 0
1389, aftershock:sand_egg, HEADING, header:ignore, 0, 0, 0
1390, repurposed_structures:outpost_birch, HEADING, header:ignore, 0, 0, 0
1391, repurposed_structures:outpost_birch, MONSTER, minecraft:pillager, 10, 1, 1
1392, additionalstructures:cobblestone_rock_1, HEADING, header:ignore, 0, 0, 0
1393, terralith:zpointer/terralith_moonlight_grove, HEADING, header:ignore, 0, 0, 0
1394, terralith:zpointer/terralith_rocky_shrubland, HEADING, header:ignore, 0, 0, 0
1395, mvs:well/small_tower_well, HEADING, header:ignore, 0, 0, 0
1396, additionalstructures:pyramid_dungeon, HEADING, header:ignore, 0, 0, 0
1397, simply_houses:taiga_forge, HEADING, header:ignore, 0, 0, 0
1398, formationsnether:large_pedestal, HEADING, header:ignore, 0, 0, 0
1399, additionalstructures:spawn_altar_3, HEADING, header:ignore, 0, 0, 0
1400, mvs:ruins/castle_ruins, HEADING, header:ignore, 0, 0, 0
1401, betternether:pyramid, HEADING, header:ignore, 0, 0, 0
1402, evenbetterarcheology:buried_ruins_sand, HEADING, header:ignore, 0, 0, 0
1403, additionalstructures:snow_pile_3, HEADING, header:ignore, 0, 0, 0
1404, formationsnether:flaming_pillar, HEADING, header:ignore, 0, 0, 0
1405, imst:alpine_house, HEADING, header:ignore, 0, 0, 0
1406, terralith:zpointer/terralith_snowy_maple_forest, HEADING, header:ignore, 0, 0, 0
1407, additionalstructures:nether_dungeon_1, HEADING, header:ignore, 0, 0, 0
1408, additionalstructures:cactus_2, HEADING, header:ignore, 0, 0, 0
1409, additionalstructures:scarecrow, HEADING, header:ignore, 0, 0, 0
1410, additionalstructures:standing_dark_oak_log, HEADING, header:ignore, 0, 0, 0
1411, red:herobrine_statue, HEADING, header:ignore, 0, 0, 0
1412, mes:mythic_garden, HEADING, header:ignore, 0, 0, 0
1413, mvs:well/wells/spruce_well, HEADING, header:ignore, 0, 0, 0
1414, terralith:zpointer/terralith_volcanic_crater, HEADING, header:ignore, 0, 0, 0
1415, additionalstructures:camp_1, HEADING, header:ignore, 0, 0, 0
